,material_id,cif
1535,1535,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45866000
_cell_length_b   5.02426952
_cell_length_c   5.03129656
_cell_angle_alpha   111.85859351
_cell_angle_beta   89.60567935
_cell_angle_gamma   89.54631945
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.67806976
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.97991833  0.87661981  0.27661683  1
  C  C1  1  0.97826638  0.32675512  0.04543561  1
  C  C2  1  0.97946215  0.58401266  0.98402802  1
  C  C3  1  0.97891659  0.81465774  0.53337163  1
  C  C4  1  0.47913465  0.74580357  0.62694168  1
  C  C5  1  0.47941844  0.97634865  0.17627564  1
  C  C6  1  0.47848377  0.23343462  0.11445492  1
  C  C7  1  0.47943421  0.68469832  0.88431276  1
"
1536,1536,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43106000
_cell_length_b   4.20441000
_cell_length_c   5.84975000
_cell_angle_alpha   106.53045000
_cell_angle_beta   94.13464000
_cell_angle_gamma   90.09883000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.15540331
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.53762285  0.10341496  0.26319876  1
  C  C1  1  0.19437749  0.13984735  0.76208627  1
  C  C2  1  0.69440694  0.63978684  0.76207552  1
  C  C3  1  0.19410260  0.80645535  0.76068106  1
  C  C4  1  0.53740077  0.77014531  0.26200253  1
  C  C5  1  0.03734665  0.27014803  0.26202225  1
  C  C6  1  0.03757987  0.60338077  0.26317846  1
  C  C7  1  0.69413603  0.30648569  0.76068905  1
"
1537,1537,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48346000
_cell_length_b   2.53970000
_cell_length_c   7.45435693
_cell_angle_alpha   99.67095477
_cell_angle_beta   90.01201311
_cell_angle_gamma   89.96772000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.34827343
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.98611962  0.84161472  0.00064823  1
  C  C1  1  0.98630332  0.60620352  0.52147573  1
  C  C2  1  0.98681949  0.40229533  0.12247867  1
  C  C3  1  0.48696963  0.78288574  0.88205999  1
  C  C4  1  0.48608970  0.45829402  0.23278404  1
  C  C5  1  0.48656153  0.22378680  0.76238120  1
  C  C6  1  0.48547378  0.55151052  0.41135762  1
  C  C7  1  0.98614003  0.16544056  0.64343602  1
"
1538,1538,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00532773
_cell_length_b   4.00821000
_cell_length_c   4.00815000
_cell_angle_alpha   62.00684000
_cell_angle_beta   74.59724951
_cell_angle_gamma   105.35535521
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   48.70930082
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.44157510  0.22968087  0.59574585  1
  C  C1  1  0.44154704  0.52950900  0.89565120  1
  C  C2  1  0.14170617  0.10037881  0.02516883  1
  C  C3  1  0.74149658  0.40012317  0.72516188  1
  C  C4  1  0.14170797  0.72963187  0.39561446  1
  C  C5  1  0.44178385  0.60038580  0.22511019  1
  C  C6  1  0.74150566  0.02949113  0.09576451  1
  C  C7  1  0.44140604  0.90005026  0.52517108  1
"
1539,1539,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43099000
_cell_length_b   4.20567000
_cell_length_c   5.89112542
_cell_angle_alpha   107.20312908
_cell_angle_beta   94.74711911
_cell_angle_gamma   90.12833000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.31599124
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.71436187  0.99266366  0.50678016  1
  C  C1  1  0.71649198  0.52516934  0.00739541  1
  C  C2  1  0.21436187  0.49266366  0.50678016  1
  C  C3  1  0.21649198  0.02516934  0.00739541  1
  C  C4  1  0.21676186  0.35848399  0.00867442  1
  C  C5  1  0.71463176  0.32597832  0.50805917  1
  C  C6  1  0.21463176  0.82597832  0.50805917  1
  C  C7  1  0.71676186  0.85848399  0.00867442  1
"
1540,1540,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42832545
_cell_length_b   2.42910000
_cell_length_c   11.20368687
_cell_angle_alpha   90.15810380
_cell_angle_beta   91.68529406
_cell_angle_gamma   119.98209722
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.20658349
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.35201663  0.05375467  0.58370957  1
  C  C1  1  0.63709835  0.19248227  0.08352946  1
  C  C2  1  0.80399311  0.27950838  0.32837016  1
  C  C3  1  0.01923847  0.38726963  0.58365432  1
  C  C4  1  0.95323075  0.83468939  0.83970657  1
  C  C5  1  0.28597576  0.50114570  0.83924408  1
  C  C6  1  0.47102120  0.61298465  0.32850817  1
  C  C7  1  0.96987122  0.85888597  0.08292335  1
"
1541,1541,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43238853
_cell_length_b   3.08286000
_cell_length_c   8.39177214
_cell_angle_alpha   85.85137630
_cell_angle_beta   89.96193112
_cell_angle_gamma   68.06737214
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.19645218
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.96922573  0.00560364  0.03795238  1
  C  C1  1  0.97089243  0.00216243  0.70474028  1
  C  C2  1  0.46247980  0.02130928  0.45463311  1
  C  C3  1  0.96420381  0.01712400  0.20463176  1
  C  C4  1  0.96486791  0.01661625  0.53813534  1
  C  C5  1  0.46272672  0.02082373  0.28784372  1
  C  C6  1  0.47311241  0.99781328  0.78820709  1
  C  C7  1  0.47111009  0.00108867  0.95476823  1
"
1542,1542,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45814000
_cell_length_b   5.13279909
_cell_length_c   5.13281000
_cell_angle_alpha   103.23468980
_cell_angle_beta   89.91198000
_cell_angle_gamma   89.95870945
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   63.04123160
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.25401973  0.69128478  0.83353696  1
  C  C1  1  0.25394707  0.94337617  0.08588572  1
  C  C2  1  0.75484109  0.79709851  0.72924347  1
  C  C3  1  0.75466280  0.04856047  0.98112292  1
  C  C4  1  0.75496929  0.31417120  0.93149410  1
  C  C5  1  0.25481127  0.42728280  0.88780430  1
  C  C6  1  0.75508630  0.84797942  0.46351203  1
  C  C7  1  0.25562855  0.89012395  0.34950530  1
"
1543,1543,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48354000
_cell_length_b   3.79014000
_cell_length_c   5.92226757
_cell_angle_alpha   81.82178026
_cell_angle_beta   77.92370197
_cell_angle_gamma   89.94672000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   53.93411151
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.12335016  0.26538395  0.93908207  1
  C  C1  1  0.88000416  0.37184825  0.42444339  1
  C  C2  1  0.21561818  0.59417823  0.75349380  1
  C  C3  1  0.21044693  0.00428200  0.76372192  1
  C  C4  1  0.78705715  0.04067658  0.60995631  1
  C  C5  1  0.79204683  0.63110653  0.59984268  1
  C  C6  1  0.44844028  0.36499561  0.28789259  1
  C  C7  1  0.55560581  0.27424745  0.07557794  1
"
1544,1544,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.99373000
_cell_length_b   4.25127582
_cell_length_c   4.75817000
_cell_angle_alpha   83.75399929
_cell_angle_beta   73.81864000
_cell_angle_gamma   73.46186724
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   55.72442362
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.21155638  0.30169133  0.03910955  1
  C  C1  1  0.42818683  0.46570283  0.77973900  1
  C  C2  1  0.78971342  0.31456167  0.55218420  1
  C  C3  1  0.16018296  0.97742117  0.03726078  1
  C  C4  1  0.00637287  0.96442143  0.55666541  1
  C  C5  1  0.01013023  0.47758514  0.29371427  1
  C  C6  1  0.05916990  0.80239639  0.29472712  1
  C  C7  1  0.21504772  0.81616133  0.77414347  1
"
1545,1545,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.41554000
_cell_length_b   3.41982000
_cell_length_c   4.89562000
_cell_angle_alpha   101.53619000
_cell_angle_beta   108.38521000
_cell_angle_gamma   105.00704000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   49.87796099
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.87868025  0.97409334  0.44930476  1
  C  C1  1  0.67164576  0.51160749  0.36427212  1
  C  C2  1  0.71424723  0.30393590  0.61421436  1
  C  C3  1  0.17164576  0.51160749  0.86427212  1
  C  C4  1  0.83611752  0.18183907  0.19931921  1
  C  C5  1  0.21424723  0.30393590  0.11421436  1
  C  C6  1  0.37868025  0.97409334  0.94930476  1
  C  C7  1  0.33611752  0.18183907  0.69931921  1
"
1546,1546,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43220000
_cell_length_b   3.09080000
_cell_length_c   8.32505000
_cell_angle_alpha   80.71261000
_cell_angle_beta   82.88927000
_cell_angle_gamma   69.99889000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.87860617
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.08028446  0.55810310  0.36384861  1
  C  C1  1  0.07250059  0.90671549  0.03179537  1
  C  C2  1  0.08266543  0.38766401  0.53030599  1
  C  C3  1  0.07302587  0.07083371  0.86483106  1
  C  C4  1  0.57313815  0.82094633  0.11483276  1
  C  C5  1  0.57477729  0.15252195  0.78136668  1
  C  C6  1  0.58123870  0.30562844  0.61372868  1
  C  C7  1  0.57852310  0.64610907  0.28096095  1
"
1547,1547,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43259000
_cell_length_b   4.20222000
_cell_length_c   6.10140358
_cell_angle_alpha   69.86755419
_cell_angle_beta   78.61037978
_cell_angle_gamma   89.93504000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.25462337
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.06786524  0.16983098  0.09135584  1
  C  C1  1  0.78987711  0.62950682  0.59158108  1
  C  C2  1  0.56808055  0.33698862  0.09138612  1
  C  C3  1  0.56790966  0.66981403  0.09136940  1
  C  C4  1  0.28991628  0.12953009  0.59154480  1
  C  C5  1  0.06802630  0.83700308  0.09140443  1
  C  C6  1  0.29009127  0.79673452  0.59158550  1
  C  C7  1  0.79009929  0.29671406  0.59154813  1
"
1548,1548,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43137000
_cell_length_b   4.20280000
_cell_length_c   5.63987000
_cell_angle_alpha   93.44623000
_cell_angle_beta   95.95430000
_cell_angle_gamma   90.18808000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.21415142
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.89693494  0.40185645  0.13845674  1
  C  C1  1  0.80791207  0.72332139  0.64456660  1
  C  C2  1  0.30790406  0.22333231  0.64461166  1
  C  C3  1  0.39645100  0.56905348  0.13871824  1
  C  C4  1  0.80738163  0.39057286  0.64491365  1
  C  C5  1  0.89638582  0.06906969  0.13871973  1
  C  C6  1  0.30738683  0.89057037  0.64486874  1
  C  C7  1  0.39686796  0.90183695  0.13844455  1
"
1549,1549,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.88432000
_cell_length_b   4.84903000
_cell_length_c   4.84918371
_cell_angle_alpha   119.97621576
_cell_angle_beta   90.86747389
_cell_angle_gamma   92.83667000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.61483934
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.05152943  0.84047345  0.92691770  1
  C  C1  1  0.05152525  0.17381673  0.09360868  1
  C  C2  1  0.05156195  0.67381434  0.59361491  1
  C  C3  1  0.05155124  0.17381408  0.59360571  1
  C  C4  1  0.05150343  0.84047611  0.42692067  1
  C  C5  1  0.05140716  0.67381008  0.09361403  1
  C  C6  1  0.05149272  0.34047584  0.42691147  1
  C  C7  1  0.05164752  0.34048010  0.92691235  1
"
1550,1550,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.12922000
_cell_length_b   4.26722000
_cell_length_c   4.65813674
_cell_angle_alpha   71.27992250
_cell_angle_beta   85.04518672
_cell_angle_gamma   76.74162000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.33419502
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.09705496  0.14571462  0.64892417  1
  C  C1  1  0.10271942  0.14283436  0.33853204  1
  C  C2  1  0.81283762  0.43168679  0.17723442  1
  C  C3  1  0.78237884  0.45898818  0.65490786  1
  C  C4  1  0.34006677  0.90521898  0.89231735  1
  C  C5  1  0.65043522  0.59177240  0.88669530  1
  C  C6  1  0.33706530  0.91027455  0.20168407  1
  C  C7  1  0.62729466  0.62066383  0.36292879  1
"
1551,1551,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43056000
_cell_length_b   4.20173000
_cell_length_c   5.57037000
_cell_angle_alpha   92.09257000
_cell_angle_beta   91.57825000
_cell_angle_gamma   90.01447000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   56.82817262
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.94924623  0.55952939  0.51001352  1
  C  C1  1  0.44919871  0.39218510  0.50983312  1
  C  C2  1  0.94797741  0.82043234  0.01689110  1
  C  C3  1  0.94792988  0.15308806  0.01671070  1
  C  C4  1  0.44797741  0.32043234  0.01689110  1
  C  C5  1  0.44924623  0.05952939  0.51001352  1
  C  C6  1  0.44792988  0.65308806  0.01671070  1
  C  C7  1  0.94919871  0.89218510  0.50983312  1
"
1552,1552,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.23314000
_cell_length_b   3.75894566
_cell_length_c   5.12006499
_cell_angle_alpha   80.73381883
_cell_angle_beta   82.34931035
_cell_angle_gamma   75.03415243
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   59.05591289
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.32009089  0.49148555  0.13517818  1
  C  C1  1  0.86881197  0.86166710  0.59939979  1
  C  C2  1  0.71736917  0.17602612  0.74851881  1
  C  C3  1  0.09766466  0.99376432  0.36806720  1
  C  C4  1  0.32077217  0.86388552  0.13527669  1
  C  C5  1  0.09326119  0.35878364  0.36702458  1
  C  C6  1  0.86911959  0.48874346  0.59966874  1
  C  C7  1  0.47140574  0.17725440  0.98608901  1
"
1553,1553,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43004000
_cell_length_b   4.63298726
_cell_length_c   5.69992000
_cell_angle_alpha   108.33161651
_cell_angle_beta   100.40450000
_cell_angle_gamma   102.57258586
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.26590921
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.52172994  0.14597397  0.45089886  1
  C  C1  1  0.02191107  0.39620106  0.20101841  1
  C  C2  1  0.52113316  0.97832055  0.61673006  1
  C  C3  1  0.52151291  0.64574077  0.95073050  1
  C  C4  1  0.52156035  0.47874167  0.11705312  1
  C  C5  1  0.02118005  0.72840936  0.86675284  1
  C  C6  1  0.02150972  0.22876228  0.36700321  1
  C  C7  1  0.02138089  0.89566064  0.70061360  1
"
1554,1554,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94481000
_cell_length_b   4.12662000
_cell_length_c   4.20555000
_cell_angle_alpha   67.16272000
_cell_angle_beta   66.09692000
_cell_angle_gamma   74.04078000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.11743648
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.77018926  0.34320922  0.46114236  1
  C  C1  1  0.51701127  0.59049756  0.62967397  1
  C  C2  1  0.01701127  0.09049756  0.62967397  1
  C  C3  1  0.76700470  0.34048147  0.12967938  1
  C  C4  1  0.02019583  0.09322531  0.96113695  1
  C  C5  1  0.26700470  0.84048147  0.12967938  1
  C  C6  1  0.27018926  0.84320922  0.46114236  1
  C  C7  1  0.52019583  0.59322531  0.96113695  1
"
1555,1555,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.53866000
_cell_length_b   4.20049000
_cell_length_c   4.35294000
_cell_angle_alpha   106.31140000
_cell_angle_beta   106.33700000
_cell_angle_gamma   91.96090000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   59.13897615
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.52344813  0.63179685  0.56536381  1
  C  C1  1  0.99772269  0.11060688  0.47776357  1
  C  C2  1  0.99692458  0.11139909  0.80509348  1
  C  C3  1  0.29243743  0.40085947  0.95083281  1
  C  C4  1  0.29345684  0.40005167  0.62390208  1
  C  C5  1  0.76464857  0.87906724  0.18823428  1
  C  C6  1  0.52700234  0.62964695  0.24013549  1
  C  C7  1  0.76855133  0.87689976  0.86268878  1
"
1556,1556,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.42343000
_cell_length_b   3.75191000
_cell_length_c   4.71823761
_cell_angle_alpha   99.59958476
_cell_angle_beta   92.58240400
_cell_angle_gamma   76.52962000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.10929691
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.30053133  0.50302244  0.49424945  1
  C  C1  1  0.52646760  0.37155055  0.72907381  1
  C  C2  1  0.30100821  0.86518894  0.49391643  1
  C  C3  1  0.07527277  0.36987478  0.26132269  1
  C  C4  1  0.52623383  0.99828762  0.72681191  1
  C  C5  1  0.92488828  0.68482065  0.11256988  1
  C  C6  1  0.67622073  0.68353606  0.87571021  1
  C  C7  1  0.07453206  0.99705456  0.25936971  1
"
1557,1557,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43160000
_cell_length_b   4.61810000
_cell_length_c   5.82045057
_cell_angle_alpha   106.61838642
_cell_angle_beta   101.42894027
_cell_angle_gamma   104.32727000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.08066261
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.34742740  0.85676016  0.14777560  1
  C  C1  1  0.84687374  0.10627520  0.89732994  1
  C  C2  1  0.84659449  0.93925712  0.06352092  1
  C  C3  1  0.34690516  0.68939959  0.31372665  1
  C  C4  1  0.34710610  0.35632253  0.64744910  1
  C  C5  1  0.84629109  0.60542827  0.39674755  1
  C  C6  1  0.84592097  0.43832198  0.56287401  1
  C  C7  1  0.34716047  0.18982775  0.81398674  1
"
1558,1558,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48396000
_cell_length_b   4.09785000
_cell_length_c   4.67663868
_cell_angle_alpha   96.71594724
_cell_angle_beta   105.25774128
_cell_angle_gamma   90.46424000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.57239860
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.02221944  0.81172537  0.92527360  1
  C  C1  1  0.35043915  0.10484350  0.58038619  1
  C  C2  1  0.63693403  0.34389884  0.15301704  1
  C  C3  1  0.29500937  0.74954612  0.46632752  1
  C  C4  1  0.86415458  0.63100859  0.61015549  1
  C  C5  1  0.13753403  0.56938837  0.15120144  1
  C  C6  1  0.80850386  0.27542880  0.49434933  1
  C  C7  1  0.52271602  0.03742491  0.92265378  1
"
